"start","end","Public_Space","Type_of_setlement","Type_of_Host_Community","Record_your_current_location:Latitude","Record_your_current_location:Longitude","Record_your_current_location:Altitude","Record_your_current_location:Accuracy","Details:Shade_Areas","Details:Urban_Furniture","Details:Paved_Area","Details:Waste_Managment","meta:instanceID"
"2019-11-21 10:37:17.2","2019-11-22 23:16:50.465",,"refugee_camp",,"27.4905111751","-7.8294639276","458.8149414063","4.7000000000","no","no","yes","no","uuid:84bb73a3-b5ce-4f44-9eef-0571c95af66c"
"2020-03-26 11:14:46.465","2020-03-26 11:19:35.276",,"refugee_camp",,"40.3868200000","-3.6991329000","0E-10","18.2460000000","yes","yes","yes","yes","uuid:218d00b1-761d-401e-876a-508ce14ffd8d"
"2020-03-26 11:19:38.671","2020-03-26 11:19:52.834",,"host_community","hostcommunityA",,,,,"yes",,,"yes","uuid:a57b2a62-e444-417b-b090-0831658a3e0b"
"2020-03-26 11:19:56.063","2020-03-26 11:20:07.744",,"host_community","hostcommunityA",,,,,,,"no",,"uuid:f3dc08b3-8a31-431e-8bb0-14105bf513d8"
"2020-03-26 11:20:11.423","2020-03-26 11:20:18.828",,"host_community","hostcommunityA",,,,,,,,,"uuid:98371736-9075-475c-bf28-d243319067e5"
"2020-03-26 17:46:12.633","2020-03-26 17:53:15.531","refugee_camp",,"40.2810777900","-3.8070398800","706.0000000000","20.0000000000","no","yes","no","no","uuid:b602de2d-8c66-4596-b591-905ffda6965d"
"2020-03-26 17:53:26.314","2020-03-26 17:54:26.369","refugee_camp",,,,,,,"yes","yes",,"uuid:d8473fec-c5d1-47e2-8cdb-9492542f5fcf"
"2020-03-26 17:54:57.359","2020-03-26 17:55:06.451","host_community","hostcommunityA",,,,,"yes",,,,"uuid:a898be56-aa78-4d54-9a49-a83becec55de"
"2020-03-26 17:55:56.387","2020-03-26 17:56:09.093","host_community","hostcommunityA",,,,,,,,,"uuid:9bc17b37-678e-4b9e-bcb6-90fa2bb7448d"
