comercial,electrical_gri,12.0,12.0,
comercial,electrical_gri,12.0,12.0,
comercial,electrical_gri,12.0,12.0,600.0
comercial,electrical_gri,12.0,12.0,2000.0
comercial,electrical_gri,12.0,12.0,1000.0
comercial,electrical_gri,12.0,12.0,1000.0
comercial,electrical_gri,12.0,12.0,2000.0
comercial,electrical_gri,12.0,12.0,1000.0
comercial,electrical_gri,12.0,12.0,2000.0
comercial,electrical_gri,12.0,12.0,3000.0
comercial,electrical_gri,12.0,12.0,1000.0
comercial,electrical_gri,12.0,12.0,2000.0
comercial,electrical_gri,7.0,4.0,40.0
comercial,diesel_genset,3.0,3.0,1000.0
comercial,other,,,
residencial,electrical_gri,12.0,12.0,0.0
residencial,electrical_gri,12.0,12.0,0.0
residencial,electrical_gri,12.0,12.0,40.0
residencial,electrical_gri,12.0,12.0,1000.0
residencial,electrical_gri,12.0,12.0,1000.0
residencial,electrical_gri,12.0,12.0,1400.0
residencial,electrical_gri,12.0,12.0,1500.0
residencial,electrical_gri,12.0,12.0,1000.0
residencial,electrical_gri,12.0,12.0,nan
residencial,electrical_gri,12.0,12.0,1000.0
residencial,electrical_gri,12.0,12.0,250.0
residencial,electrical_gri,12.0,12.0,2000.0
residencial,electrical_gri,12.0,12.0,1500.0
residencial,electrical_gri,12.0,12.0,500.0
residencial,electrical_gri,12.0,12.0,nan
residencial,electrical_gri,12.0,12.0,nan
residencial,electrical_gri,12.0,12.0,400.0
residencial,electrical_gri,12.0,12.0,250.0
residencial,electrical_gri,12.0,12.0,700.0
residencial,electrical_gri,12.0,12.0,500.0
residencial,electrical_gri,12.0,12.0,500.0
residencial,nan,2.0,2.0,nan
residencial,electrical_gri,12.0,12.0,20.0
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,electrical_gri,,,
comunitario,diesel_genset,,,
comunitario,electrical_gri,,,
comunitario,diesel_genset,,,
comunitario,electrical_gri,,,
comunitario,diesel_genset,,,
comunitario,electrical_gri,,,
comunitario,solar_energy,,,
comunitario,electrical_gri,,,
comunitario,solar_energy,,,
