27.46065982,-8.17411701,441.7377929688,,Matadero desuso (en Nhaila)
27.46149123,-8.17360131,445.0366210938,Nave crianza de pollos (desuso),En Nhaila
27.49780203,-7.82855382,461.4684448242,Hacen ladrillos de cemento,Lo
,,,Library,Biblioteca1
