0.0,Flood
0.0,dryness
0.0,earthquake
0.0,storm
0.0,plage
25.0,Flood
20.0,dryness
1.0,earthquake
60.0,storm
1.0,plage
0.0,Flood
10.0,dryness
0.0,earthquake
5.0,storm
0.0,plage
