27.495314082300002	-7.8231580599	468.13546942309995	1	1	1	1	0	1	1
27.4953776479	-7.8203793763	471.5154522917	1	1	1	1	0	0	1
27.4951206001	-7.819151422899999	452.2092626036	1	0	1	1	0	0	1
27.496271901	-7.8199745259	465.0646405169	1	1	1	1	0	0	1
27.496517771100002	-7.819763195	460.56857180480006	1	1	1	1	0	0	1
27.4984044467	-7.8208970751999995	464.2393003166	1	1	1	1	0	0	1
27.4956341973	-7.8237809792999995	464.3642232653	1	1	1	1	0	0	1
27.496751876100003	-7.824146001	472.4136380138	1	1	1	1	0	0	1
27.49563692	-7.82411816	468.6164550781	1	1	1	1	0	0	0
27.486328001700002	-7.823331408	457.3791536331	1	1	1	1	0	0	1
27.485931369499998	-7.8221210281	456.8868589905	1	1	1	1	0	0	1
27.487200897199997	-7.8206352721000005	450.5197095432	1	0	1	1	0	0	1
27.488707838099998	-7.8198630346	452.393772701	1	1	1	1	0	0	1
27.488974705300002	-7.8183251421	446.8173439777	1	1	1	1	0	0	1
27.4857864569	-7.8241565023	448.8859394385	1	1	1	1	0	0	1
27.4859329319	-7.8232088991	446.18415151309995	1	1	1	1	0	0	1
27.4861277356	-7.8229738025	445.04573499199995	1	1	1	1	0	0	1
27.4862087463	-7.8237319337999995	451.7762613661	1	1	1	1	0	1	1
27.489513863499997	-7.824003696799999	455.64669799800004	1	1	1	1	0	0	1
27.4909480465	-7.825468697200001	442.9794921875	1	0	0	1	0	1	1
-1.0	-1.0	-1.0	1	1	1	1	1	1	1
-1.0	-1.0	-1.0	1	0	1	1	0	0	0
-1.0	-1.0	-1.0	1	0	0	0	0	0	0
-1.0	-1.0	-1.0	0	0	0	0	0	0	0
40.28104755	-3.80719499	739.0	1	0	1	0	0	0	0
-1.0	-1.0	-1.0	1	0	0	1	0	0	0
-1.0	-1.0	-1.0	0	0	0	0	0	0	0
-1.0	-1.0	-1.0	0	0	0	0	0	0	0
