"start","end","Type_of_setlement","Type_of_Host_Community","Item","Sector","Record_your_current_location:Latitude","Record_your_current_location:Longitude","Record_your_current_location:Altitude","Record_your_current_location:Accuracy","Ofert:Record_your_current_location_001:Latitude","Ofert:Record_your_current_location_001:Longitude","Ofert:Record_your_current_location_001:Altitude","Ofert:Record_your_current_location_001:Accuracy","Ofert:Type_of_water_supply","Ofert:Picture","Ofert:Power_of_generation","Ofert:Power_of_generation_001","Demand:Device","Demand:Lantern:Amount","Demand:Lantern:Power","Demand:Lamp:Amount_001","Demand:Lamp:Power_001","Demand:Mobile:Amount_002","Demand:Mobile:Power_002","Demand:radio:Amount_003","Demand:radio:Power_003","Demand:Fridge_details:Amount_004","Demand:Fridge_details:Power_004","Demand:Electric_cooker:Amount_005","Demand:Electric_cooker:Power_005","Demand:tv_dvd:Amount_006","Demand:tv_dvd:Power_006","Demand:PC_Tablets:Amount_007","Demand:PC_Tablets:Power_007","Demand:other:Amount_008","Demand:other:Power_008","meta:instanceID"
"2019-11-09 12:52:22.287","2019-11-09 12:57:54.664","refugee_camp",,"demand","residential__housing",,,,,,,,,,,,,"mobile fridge lamp other",,,"7","25","3","5",,,"1","250",,,,,,,"1","2100","uuid:8fb7b879-5f25-4144-becd-79b5f0ada286"
