Street_lighting_picture,Mobile_GPS_Localization-Latitude,Mobile_GPS_Localization-Longitude,Mobile_GPS_Localization-Altitude,Mobile_GPS_Localization-Accuracy,GPS_Latitude_003,GPS_Longitude_003,GPS_Height_003,Type_of_Luminary,Working_luminary,Technology_used,Other_type_003,Power,PARENT_KEY,KEY,SET-OF-Street_lighting_001
media\1540299696511.jpg,"","","","","","","","",no,"","","",uuid:0a3eef7b-a1dc-4736-a710-f270633a346e,uuid:0a3eef7b-a1dc-4736-a710-f270633a346e/Street_lighting_001[1],uuid:0a3eef7b-a1dc-4736-a710-f270633a346e/Street_lighting_001
